artist_name,track_name,release_date,lyrics,genre,predicted_genre
b.t. express,energy level,1976,somebody better tell cause away know depend long time leave highest mountains deepest rivers life keep move look cause world world wait pay dues dirt wait smile hold dream child world try corner easy keep fall short give couldn cause travel look cause world world wait pay dues dirt wait smile hold dream child world ohwoah ohoh ohoh ohwoah ohoh cause world world wait pay dues dirt wait smile hold dream child know hard fall long grind know hard fall long grind cause world know hard fall world long grind wait pay dues dirt wait smile know hard fall hold long grind dream child world,jazz,country
b.t. express,ride on b.t.,1978,start thing know matter hard mind design rhyme explain time know time valuable thing watch pendulum swing watch count clock tick life away unreal look watch time right window tryin hold know waste watch keep inside try fell apart mean eventually memory time try hard try hard matter fall lose matter thing know matter hard mind design rhyme remind try hard spite mockin actin like property remember time fight surprise things aren wouldn recognize anymore know come keep inside try fell apart mean eventually memory time try hard try hard matter fall lose matter trust push thing know trust push thing know try hard matter fall lose matter,jazz,country
badbadnotgood,sour soul,2015,cleanse clean sour soul vicious mind race satellite dish technology world corrupt fee food think budge twist individual critical nigga pinnacle chest board swords alphabetical dart clan braveheart like blarts sloppy head stop casualties leave sand iron stone face killer mask want truth couldn handle task rigorous face give evil cause look bug crazy dust embalm fluid drip nose hole stapleton nigga catch wear gold fuck feds bug microchip meds like dread smoke regs list like steroids chickens feed egg ditch nigga snitch nigga switch nigga position finger trigger pure alkaline fluoride fuck see spaceship truck water splash fountain youth molar fall grow gold tooth bullet proof clan sword surgical steel feel comfortably numb stapleton slum insomniac charge ray fuck nigga oneonone strength midgets murder uhhuh real yeah swagger right,jazz,jazz
barrington levy,mini bus,1990,telephone hear voice tell pick roll roll ladies girl gonna disease girl gonna firebird firebird fast girl damn minibus levus conscious nicer coffe whey thermos telephone hear voice tell pick roll roll choice girl gonna disease girl gonna firebird firebird curve girl rump damn minibus levus conscious nicer coffe whey thermos sista dance tune tell tune sell balloon tell sista tune let test tune roll choice girl gonna firebird firebird fast girl rump damn minibus levus conscious nicer coffe whey thermos whoa whoa seee telephone hear voice tell pick roll roll ladies girl gonna firebird firebird fast levus conscious nicer coffe whey thermos want dance sista dance chune tune sell balloon telephone sista dance tune let test tune sista dance tune tell tune sell balloon let test tune sista dance tune tell sista dance tune tell tune sell balloon like studio tune tell producer soon tell tune sell balloon tell dance tune let test tune yeaaa,reggae,pop
basia,not an angel,1990,know better rule world rule world heaven forgive open talk taboo dream feel earth high smile know keep best teach baby surprise good grow wait long like crime alright come save,jazz,pop
basia,promises,1987,promise forget promise easiest confess believe small possibility trip reality formality have come long round closer closer lose anybody contagious chain history live life history future memory future memory have come long round closer closer lose anybody contagious chain anybody contagious chain anybody contagious chain,jazz,blues
basia,third time lucky,1987,shock second help good time arrive doubt maybe impress flatter blush joie vivre cute touch upwardly mobile cerebral clever live dream like play scheme think plan brave ambition know bound inhibitions aware lesson fall time closer shock second help good time arrive doubt time later inner life true passion connect exploratory fashion claim mortal coil sever live dream like play scheme fear plan brave ambition know bound inhibitions aware lesson fall time right,jazz,pop
benny goodman,"goodnight, my love",1987,goodnight tire moon descend goodnight moment end heavenly hold close heavenly hold dream star promise meet tomorrow dreary present dear sleep tight goodnight remember sweetheart,jazz,pop
benny goodman,goody goody,1987,goody goody goodman heel goody goody know feel goody goody give heart give break little piece awake singin blue night goody goody think barrel dynamite hooray hallelujah come goody goody goody goody satisfy rascal,jazz,blues
bent,so long without you,2003,long think know blame right hurt think hurt deep inside,jazz,blues
betty carter,beware my heart,1993,beware heart get deep care heart steep listen lilt lovely laughter forever beware heart violins night near load dynamite finish dream weren mean start beware care heart beware heart beware heart violins night near load dynamite finish dream weren mean start beware care heart care beware heart,jazz,jazz
between the buried and me,blackened,2006,blacken winter send throw obscurity death mother earth rebirth evolution mend begin whip dance dead blacken begin whip dance dead color world blacken bustering earth terminate deadly nicotine kill callous frigid chill leave kill see breathe nevermore begin whip dance dead blacken begin whip dance dead color world blacken blacken die darkest color blister earth true death life race waste mother death mother smoulder decay breath away millions years minutes disappear darken vain decadence remain say begin whip dance dead blacken begin whip dance dead outcome hypocrisy darkest potency exit humanity color world blacken,jazz,rock
between the buried and me,desert of song,2009,radio stop tune static forbid chord quit strum home rain fall slow rain drum quit thump tone forbid throat start sing scarecrow watch rain fall slow rain rain fall slow rain awake desert song silence break awake silence break silence break silence break herewesing sing fear fear control tower come hour ghost slowly disappear silence suffer build ageold sound song sound song sound song herewesing sing fear awake desert song silence break awake silence break silence break silence break herewesing sing fear,jazz,jazz
between the buried and me,famine wolf,2015,grind blind taste drip ideas turn swallow choose soul animal live life human mist rise sweet devour teeth sharpen swallow choose soul animal live life animal live life fifth resonate host sweaty palm inside constant alert blink bubble paranoid leave animal live life animal live life scour earth turn dirt lifeline anchor mind wind disgrace pupils sight homeless meat street market replace souls rip oldest thoughts society cold cold flesh rotten bone lifeline,jazz,pop
between the buried and me,lay your ghosts to rest,2012,world world world hand madness hand hand hand cut piece piece pain get worse pain get worse right gather flesh transform face unrecognizable state smooth eye smooth lips mirror past idea smash recognition right hand deliver heartache leave right hand deliver heartache leave leave material deep know happen close doors happen close doors open expose crustyeyed symphony awaken grunt moan suppose choice felt better mirror glimpse surface know felt better mirror glimpse surface know precaution document fail safe home right precaution document fail safe home right selfish shall begin creation skin bone destruction army weak souls weak mind weak souls weak mind weak souls weak mind weak souls weak mind weak souls weak mind weak souls weak mind weak souls weak mind weak souls weak life whimper ship count regroup whimper ship count start leave material leave material,jazz,pop
between the buried and me,mirrors,2009,novelty grow close step grow fragment close step,jazz,jazz
between the buried and me,obfuscation,2009,simple idea change blindness mind entire existence revolve acknowledge simple idea change blindness mind brain malfunction admit defeat defeat constant determination truths truths reason reason truths comfort unspoken religion dominant dominant dominant brain brain brain brain brain step allow allow universe course short ticket hide like earth notion comprehend hide understand universe biggest biggest threat overachiever command attention brute force hysterical hysterical reason marfa close step close step humans content know content fact brain know mental surgery neverending journey technological drawback push natural mind exist kryptos things create humans consider experiment entire species understand magician pure mind bend common folk follow straight line house watch ultimate deceiver close step step great misdirect step step great misdirect mirror obfuscation,jazz,reggae
between the buried and me,roboturner,2005,crush years come improper form fake thoughts sound years come improper form fake thoughts sound fake thoughts sound fake thoughts sound robots crush death human music robots crush death human music bright light track field money days shit primitive abduction control write master master machine shit gold face sparkle fame master machine master machine master machine fuck hard fuck hard fuck hard neglect thoughts come fuck hard fuck hard fuck hard neglect thoughts come human voice human action human voice human action human voice human action imperfect fuck stand dark crush crush crush crush years come improper form fake thoughts sound robots crush death humanmusic counteract idea control human emotion produce thoughtful finally discover idea perfect blood fill drop deadly divebomb outside life outside life crush crush crush crush crush,jazz,blues
between the buried and me,white walls,2007,monsters prove whore stage whore stage flash skills gotta draw gotta toe toe truly want honesty want group people relate truly want honesty want group people relate look simple peasants fuck think similar plane need worship need worship need worship need worship need devotion gods image throw throw everyday live comfort need devotion gods image throw throw everyday live comfort musical journey anymore choose stand entire time monotonous expression force replica tire sound puppets greeddriven carnival charade pass years force want simple replication past greatness step evaluate recognize need throw ideas eventually close circle close circle close circle leave remember remember remember remember white wall white wall white wall white wall,jazz,rock
big bad voodoo daddy,it only took a kiss,2012,take kiss know baby look take baby smile walk mile glance say come guy come surprise jealous worry cause take kiss kiss baby look look say baby agree dear place place feel safe safe like find pick good luck take look take smile take kiss take kiss know know say baby look take know baby smile walk mile question feel glance feel brand say believe felt trust heart know right start take look take smile take kiss take look take smile take kiss take look take smile take kiss,jazz,pop
big bad voodoo daddy,the boogie bumper,1994,right boys yeah right bring,jazz,blues
big john patton,oh baby,1965,tell pick cause favorite porn white girl say goin turn shit learn things learn favorite porn titty bitch jiggy super litty say leave hickey talkin fuckin talkin fuckin pardon poppin cause know clappin know city bitch gritty favorite rapper biggie shawty bottlepoppin product coppin ballin bibby know winnin poppin overspendin pussy codependent younger boppers older women gucci chokers linen white girl say goin turn shit learn things learn favorite porn white girl say goin turn shit learn things learn favorite porn border think sorta fuck quarter throw like quarterbackin tell need muscle send floor bring bring titty bitch body like like black black black time forgive talkin fuckin talkin fuckin pardon diaz parton life know life tell night good advice mean light light say spice fuckin spice favorite white girl say goin turn shit learn things learn favorite porn white girl baby brand weapon ahead happen baby brand weapon throw,jazz,country
big youth,screaming target,1972,fight darkness inside anymore need save need save need save know problem fight darkness darkness darkness anymore check need save need save need save fight darkness darkness darkness,reggae,blues
bill frisell,throughout,1983,live twice life dream drift years life taint till dream appear stranger beckon think danger stranger go dream dream come throught live twice stranger beckon think danger stranger go dream dream come live twice,jazz,pop
billy cobham,stratus,1973,buyin word tryin gonna mistake cause scream believe dream cause body build wasteland kingdom misery shackle like ask tyranny lie rage joke tie sell rope account doubt cause body build wasteland kingdom misery shackle like ask tyranny million dead prove wrong scream wasteland kingdom misery shackle like ask tyranny tyranny million dead million dead prove wrong scream,jazz,pop
bim sherman,party time,1982,get better call get better question want sure sure miss play hook sure miss play lyric payment detail drink resend list schedule night doable bring hostel classical pull phone save money apply reup selfmade time arrival spot profit look credit spend idol paperwork milage confirm clothe brand correct trap provide dance shop gamble portion bundle dice krap handle ride home ride scandal,reggae,pop
bing crosby,dream a little dream of me,2004,star shin bright night breeze whisper bird singin sycamore tree dream little dream nightie night kiss hold tight tell miss blue dream little dream star fadin linger dear cravin kiss longin linger till dear sayin sweet dream till sunbeams sweet dream leave worry dream dream little dream yeah dreamin awake star fadin linger dear cravin kiss longin linger till dear sayin sweet dream till sunbeams sweet dream leave worry dream dream little dream dream little dream,jazz,jazz
bing crosby,home on the range,2014,home buffalo roam deer antelope play seldom hear discourage word sky cloudy home home range deer antelope play seldom hear discourage word sky cloudy night heavens bright light glitter star stand amaze ask gaze exceed home home range deer antelope play seldom hear discourage word sky cloudy land bright sand flow leisurely stream graceful white swan go glide like maid heavenly dream exchange home range deer antelope play seldom hear discourage word sky cloudy,jazz,country
bing crosby,moonlight bay,2014,sail moonlight hear voice ring steal heart sing sweet songs moonlight sail moonlight hear voice ring steady steal heart sing moonlight sail moonlight hear voice ring steal heart sing sweet song moonlight sail beautiful moonlight,jazz,blues
bing crosby,winter wonderland,2001,sleigh bell ring listen snow glisten beautiful sight tonight walk winter wonderland go away bluebird stay sing song walk winter wonderland meadow build snowman pretend parson marry later conspire dream face unafraid plan walk winter wonderland sleigh bell ring listen snow glisten beautiful sight tonight walk winter wonderland go away bluebird stay sing song walk winter wonderland meadow build snowman pretend circus clown lot snowman kiddies knock later conspire dream sittin face unafraid plan walk winter wonderland walk winter wonderland,jazz,jazz
black roots,oppressor,1989,say say treat like slave black feel heap pain black irrelevant society women deem useless children treat like slave watch carefully judgemental eye hypocritical society kill daily silence fear breathe couldn breathe care black trayvon life seventeen zimmer shoot care black angry forget mould say blacker sweeter juice darker flesh deeper root black oppression black pride,reggae,blues
black slate,romans,1980,captain supplemental entire race count wipe menace hold culture lock standstill centuries help starship phasers arm ready general arm ready universe galaxy world circumfrence counterattack begin deltron clingon like falcon norelco gillette step like piazza poppin blaseblasah students come word scientific father transportin delco batteries accessories ingredients minerals collect coil turn chest burn degrees flammable mass overcast nucleus comin damage universal feel talk romans source compel jump cars like kneivel thousand people acceleration level rebel courtside viewmaster master cast spellphonic creator sonic high ventilation overmind stimulation orchestration devestation hemisphere sort plantation altercation step talk romans baffle symphony tweeters delivery expand production beat highs crank bass motivation astonish voice crispy newer fake jazz artists dizzy gillespie illustration tough circuitry better highest jupiter satellite test galaxy hold stir like small plane turbulence hospital feedback operation urgence dictatorship foresee future galactica funk jump dunk talk romans space believe conceivable possible contrary doctor impossible term science talk science,reggae,jazz
black uhuru,black uhuru anthem,1984,live dread live dead live dread live dead mind decrease distant culture mind increase cause back vulture live dread live dead live dread live dead bless children overstand bless children numberless grain sand live dread live dead live dread live dead build costly share deprive human right crime worst want tell prison live dread live dead live dread live dead mind decrease distant culture mind increase cause back vulture live dread live dead live dread live dead live hopefull bright wooooooooih wooooooooih wooooooooih wooooooooih live dread live dead heart maroon heart teach maroon think tread maroon tread desolate place live dread live dead live dread live dead français nous sommes dread vivants parmi morts vivants esprit avillissent cause cette lointaine culture manieres accroissent nous cedons vautours refrain benis soient enfants homme ensemble nous comprendrons beni soient enfants homme aussi nombreux grain sables refrain certains batissent cherement dans collines pendant tant autres reçoivent leurs privent humain droits crime pires vous parle meme prison refrain plein espoir lumineux break nous sommes dread vivants nous avons cœur maroon nous avons enseignement maroon nous suivons chemins maroon lieux desolés refrain,reggae,pop
black uhuru,freedom fighter,1991,incident police shoot black go plant draw investigation police shoot cold blood nigga nigga backseat ready combat feelin like geronimo pratt windows crack head strip black hand want print clip hollow tip thorough shit nigga game bang uhuru nigga leave light turn headlights ride real slow holla alrite dirty yall boys ready bout turn drivebys revolutionary yeah muthafucka yeah yeah muthafucka yeah look scar pull gun outta shape coffees buns shit feel table turn hollow tip flesh vest burn lesson learn comin strait slum stop till freedom need help officer think safe police kill little night say mistake bring life momma couldn believe happen pray everyday guess wasn revolutionary salute mean comrades word real shit stories nahmsayin people like twyman meyers kuwasi balagoon kunta rushell magee jalil muntaqim yogi pinell zayd shakur assata shakur nahanda abiodum maroon shoatz tarik haskins mutulu shakur peltier shaka sankofa bunchy rest uhuru sundiata acoli black liberation army amaru freedom fighters zapatistas black power yeah long live souljas uhuru,reggae,reggae
black uhuru,pain,1987,weep tree pain sorrow feel deep inside burn control sensation start soul peace ghetto peace ghetto peace ghetto peace ghetto weep tree pain sorrow wipe tear eye yeah realize live free weep tree enchant vines concrete wipe tear eye father realize live free like tree peace ghetto yeah hold tire peace ghetto steady free lovelove,reggae,blues
black uhuru,youth of eglington,1981,youths eglinton youth brixton wesson pistol pistol youth utica avenue cool shoot cripple turn fool responsible children need food want school youth eglington youth leave pistol pistol line start crime volunteer fuckery hear word come dabra dabra strength youth eglington youth brixton wesson pistol pistol stop listen want fight good fight save strength strength life youths africa thriller youth eglington youth leave pistol pistol poor spill stray shoot youths eglington youths brixton wesson pistol pistol,reggae,reggae
blue six,let's do it together,2002,life hard light darkness things think certain come undo friendships turn cold lovers grow people excuse go rivers tear pleasures count turn dust governments politicians tire television get better time,jazz,blues
blue states,walkabout,2000,wish everybody quiet nice yeah throw rock yeah shoot gun right come home safe right cause miss cause miss come home safe right cause miss wish everybody quiet,jazz,rock
bob andy,stepping free,1977,behold trust shield traitor friends near enemies closer behold trust betrayal lurk corner wall mind collect focus crash collapse word crackle burn paper speak know walk step ahead word like knives word sharp razor surrender fear freedom remember choose path sure prepare life throw know chance battle merit difference saviour crash collapse word crackle burn paper speak know walk step ahead word like knives word sharp razor surrender fear freedom live tomorrow learn live forever stay awake world sleep free disappear,reggae,rock
bob baldwin,too late,2007,yeah fuck money funny take minute run live fuck gun count money funny take minute run live fuck gun love cash yeah feel like cash bag yeah start trash rag yeah live glocks macs love cash yeah feel like cash bag yeah start trash rag yeah live glocks macs yeah fuck bitch night long make money song belong belong belong people rob wrong smoke weed bong drop like bomb like bomb like bomb travel round world auntie yeah fuck lot girls kinda naughty prom yeah drink hurl flush shoutout yeah lie bitch yeah know life great super yeah blow date need cupid want mouth yeah stay late kinda stupid like clown yeah lie bitch yeah amaze crazy haze daze play slay neigh kill amaze crazy haze daze play slay neigh kill money funny take minute run live fuck gun count money funny take minute run live fuck gun love cash yeah feel like cash bag yeah start trash rag yeah live glocks macs love cash yeah feel like cash bag yeah start trash rag yeah live glocks macs yeah,jazz,jazz
bob james,maputo,1986,ullman leftover track andor remixes shebib gangsta forever playa chat mobb deep saga mase want total sanborn maputo kelis brave dark remix people place sprinkle grand central deep bowel house bassline energy sensation cafe weak confidently lose majid space majid majid give away majid heartthrob majid body talk majid ashamed majid want partynextdoor majid majid phase majid asleep majid majid imagination dvsn majid space majid outro,jazz,jazz
bob james,so much in common,1970,look world look east baby come walk village priest feel change come go common strive end friends feel change come fourth go life blind want live easy baby pack clothe feel change come fourth go dream better things dream work come true whorish baby start lose mind object desire feel change come fourth go listen shaver read people tell blood land voice everybody money everybody beautiful clothe everybody flower single feel change come fourth go,jazz,pop
bob james,the steamin' feelin',1981,steamin feelin steamin,jazz,blues
bob james,unicorn,1981,lanez shin face chain white diamonds necklace racial thing bitch like lakers game expect uniform green payne boss creek like say eeeeee like dolphin tryna pull leborn heel ballin rappers dive board jump coffin know pimp look like gear ride chauffeur nigga high high high lower lower nigga dont floor counter drawer tell call nysnc obvious chick nigga thats instinct baby thats cause need need girl need howl mean bowl mince meat till meat swavey flow nastier beef stroganoff nasty cloth basement stroke picture lady oprahross ewwh money brush shoulder brush know floss flow like toast like look tlanez check look change money act strange see telly like dam like like abanaba dont fuck like head suicidal girlfriend wanna wrist make money break honey think pimp need need talk shit dont talk shit beamer ridin pimc trill cause paper long make flow take flow dont shit hat nigga thats gotta bone thats beijing like white girls thats asian black bitch caucasian fuck wish wouldn throw london money duffel tryna alot money snuff hitcha time confuse mind everytime come aroundx niggas wanna give listen thats friggin lame swave,jazz,reggae
bob marley & the wailers,ambush in the night,1979,oohwee oohwee oohwa fight power oohwee oohwee oohwa know hour oohwee oohwee oohwa bribe gun spareparts money try belittle integrity know teach ignorant time reach shoobe doowa political strategy shoobe doowa hungry shoobe doowa gonna food shoobe doowa brother enemy weeell ambush night gun aim ambush night open ambush night protect majesty oohwee oohwee oohwaooh oohwee oohwee oohwee oohwa oohwa oohwee oohwee waooh oohwee oohwee waah know tell ignorant mean touch power mosthigh shoobe doowa surface shoobe doowa power mosthigh shoobe doowa survive yeah ambush night plan society ambush night try conquer ambush night money bring ambush night plan society ambush night,reggae,pop
bob marley & the wailers,cry to me,1976,oohooh hoohoohoo oohooh hoohoo go yeah go walk heartaches go walk pain shed shed lonely teardrops reaction cheat game go yeah yeah lord know heartaches lord leadeth yeah water yeaeaeah go yeah go spend lonely hours go shed lonely tear walk walk heartaches walk walk pain shed shed lonely teardrops reaction cheat game go yeah say know know know heartaches lord lord leadeth yeaheaheah shed lonely teardrops water reaction cheat game go,reggae,country
bob marley & the wailers,guiltiness,1977,guiltiness talk guiltiness press conscience live live live live false pretence everyday everyday fish small fish fish small fish tell materialize wish downpressors bread sorrow downpressors bread tomorrow downpressors bread sorrow guiltiness talk guiltiness press conscience fish fish small fish small fish tell materialize wish downpressors bread sorrow downpressors bread tomorrow downpressors bread sorrow guiltiness bread sorrow everyday,reggae,reggae
bob marley & the wailers,natural mystic,1977,natural mystic blow listen carefully hear trumpet suffer things tell face reality try answer question know impossible live past tell natural mystic blow listen carefully hear natural mystic blow trumpet suffer natural mystic blow tell listen carefully hear natural mystic blow natural mystic blow natural mystic blow natural mystic blow natural mystic blow natural mystic blow,reggae,reggae
bob marley & the wailers,simmer down,1964,truth truth help blackwell nassau bahamas drink blood fowl glass studio compass point help truth invite jamaica open studio go event eye seriously say truth long live offer fresh fowl blood say stud drink blood solid root truth fear gear drink blood blackwell vampire speak truth electric lawyer vampire speak truth electric wire secretary witch claim high priestess believe cult voodoo obeah tell truth international news jews international news blue blackwell vampire suck blood sufferer kill away royalty kill penalize wailers blackwell vampire suck blood sufferer vampire suck blood sufferer blackwell kill away royalty speak truth work mafias blackwell nassau drink blood chicken glass heart offer drink say deal schism clean root clean truth clean youth drink blood blackwell come jamaica want sign artists want control jamaican music black music promote white artists jahovia rastafari work jerk simmer lickin cool temper blackwell cool heart walk step judgment babylon judgment babylon human right declaration land universally earth wind earth wind blackwell vampire suck blood sufferer columbus blackwell vampire suck blood sufferer give cancer couldn youngster,reggae,reggae
bob marley & the wailers,who feels it (knows it),1977,run run run away away wrong wrong say wrong wrong place belong think burden heaviest heaviest think burden heaviest heaviest mean feel know lord feel know lord feel know lord feel know lord yeaheaheaheah want know lord wrong wrong belong run away run away run away run away run away run away protect life run away want live strife run away better live housetop run away live house confusion run away decision leave run away come tell run away run away run away true run away run away run away,reggae,blues
bobbi humphrey,"chicago, damn",1992,late night things wrong skyways smoke nobodys joke people come vote rap past dark rap past dark rap past dark come mail hear preacher violence teacher chicago damn chicago damn chicago damn chicago damn chicago damn,jazz,country
bobby darin,i wanna be around,1965,wanna pick piece somebody break heart somebody twice smart somebody swear true like leave learn misery love company wanna break heart bits puzzle fit fine discover revenge sweet applaud seat somebody break heart like break discover revenge sweet applaud seat somebody break heart like break like like break,jazz,jazz
bobby darin,minnie the moocher,2007,story bout moocher lowdown hoochie coocher roughest toughest frail heart whale hedeehedeehe hodeehodeeho dream sweden give needin give home build golden steel platinum wheel hedeehedeehe hodeehodeeho smokey start shaggin free ride wagon give money bail know go leave jail hedeehedeehe hodeehodeeho deacon lowdown preach oughta slowdown stand roll deacon lowdown save soul hedeehedeehe hodeehodeeho take ladies pushin dasies hear story end song good wrong hedeehedeehe hodeehodeeho,jazz,blues
bobby hutcherson,(se acabo) la malanga,1975,acabo instrumental jazz song,jazz,country
boney james,are you ready?,1999,ready ready ready ready yeah ready ready ready ready yeah ready ready ready ready yeah ready ready ready ready yeah ready ready ready,jazz,blues
boney james,don't let me be lonely tonight,2009,wrong right right baby tell lie hold tight save goodbyes morning light dont lonely tonight goodbye woman hello hello hello good time dont dont dont wanna lonely tonight away damn girl aint gonna get knees girl undecided hearts divide youve turn world upside upside yeah whoo whoo dont wanna lonely tonight dont wanna lonely tonight girl dont lonely tonight whoo dont dont wanna lonely dont wanna lonely tonight dont wanna lonely dont wanna lonely tonight tonight tonight dont wanna lonely lonely tonight dont wanna lonely,jazz,blues
boney james,got it goin' on,1995,hunkydorey type smell goods timb boot hoodie troop constitute chick goin right time sentimental good blunt people brew come holsters crew ghetto elite hourglass cause pair baggy jeans auzi look bangle earrings cause lovin easy cause beautiful doodoo dodoo peace check ghetto best friend repeat tell truth pure like juice slick like bustin loose pretty eye hourglass figure shapely thighs half breath sweet figure calve sexy feet head darkest meat bone repeat hourglass figure beat chicks niggas street stay compete tip nail depths crew hell ghetto beautiful black woman hour doowop hightop scully pull eye hobb rough like stuff head straight hang tough play block gangsta bitch cause glock wrong ghetto diamonds fuck gats leave bustin drive getaway choose shit detrimental slammin mental peep drama mere little mama bull tip pant saggin ghetto diamonds blow like peace massive crazy asses know ghetto best friend,jazz,jazz
boney james,if i can’t hold you,2017,break heart simply leave memories come time time dance inside mind smile leave dance dance inside mind wish hold like memories hold remember dance hold street turn remind right go kiss time like keep dance mind wish hold like memories hold remember dance hold wish hold like memories hold remember dance hold,jazz,pop
bonobo,scuba,2002,friday thoutkastthe knifethe bellszeddgirl talkellie caseafimartin ferrythe glitch mobthe afghan wigsthe blaccjagwar maaap emerymichael brunms mrkate nashhot lazarusgoatnina kravizanthony greenduke dumontthe blue palaceflatbush fightdavide squillacedj falcondum girlsaustratom odelldixonwye preaturesthe botsgabba gabba heys saturday musequeens stone peoplepet shop boysmgmtempire sunfatboy slimnaskid cudithe head heartsleigh bellscage elephantcity franciscapital citiesthe naked outfuture islandsty bicycle clubholy ghostnetskyrl internetlaura mvulathe dismemberment gerbernicole handsthe magicianyoung sickunlocking truthsaints valorycarbon airwaysuzsyd arcade firebeckcalvin harrisneutral milk saucelittle dragonbeady dollsthe adventure clubbig giganticchance rapperlaurent facilitiesfrank turnerjohn newmanmaceo mannerssurfer bloodlee mcmorrowbo aikoj walston business factoryfactory jazz bandanna lunoethe martinez beaver,jazz,country
boozoo bajou,divers,2009,nature time ways nature time ways come meet ancient ways history tell ways blaze encircle vulture ancient culture destiny draw near imperial force defy face samurai surround outnumber sword face bushido dignify stand samurai surround outnumber begin warrior come begin ways apprehend nature time ways nature time ways come offer surrender saigo ignore contender destiny imperial force defy face samurai surround outnumber sword face bushido dignify stand samurai surround outnumber till hold leave alive survive shiroyama imperial force defy face samurai surround outnumber sword face bushido dignify stand samurai surround outnumber face culture undo,jazz,country
brad mehldau,ron's place,1997,sound come better look shoulder know nuff come bear pill ruffneck scout music crowd jump crowd hype explode erupt blend ragga metal punk hiphop unity sound killer groove nonstop strong survive strength power alive sound come better look shoulder know skindred area bring raucous know superior yeah know get shark alive get alive get shark alive get alive get shark alive come follow get shark alive get alive get shark alive get alive get shark alive get alive come flex ragga punk power watch head twist like scorpion buzz like force fist drop plenty want know think hard come sound come better look shoulder know skindred area bring raucous know superior yeah know get shark alive get alive get shark alive get alive get shark alive come follow get shark alive come follow follow follow follow get shark alive get alive get shark alive get alive get shark alive get alive get shark alive get alive get alive get alive get shark alive come follow get shark alive get alive body body get shark alive get alive get shark alive get alive bitch come alive get alive get shark alive,jazz,rock
brad mehldau,song-song,1998,like boat river float highway look window think today help get true reason things callus hand band wing learn string life hear play go song like leaf fall drift stream guitar come life live dream gretch speak teach friend hero wrap callus hand lead naive band wing learn string night hear play go song face stage roll note play go live live,jazz,pop
brass construction,walkin' the line,1993,miya thing thing go walkin line love women time go thing thing go love time go,jazz,blues
braxton cook,somewhere in between (swarvy remix),2018,middle crack code solve riddle tryna real know beat know antidote friends wouldn listen wanna pave promise look middle start disassemble wall lie real kinda hard place,jazz,pop
breakestra,hiding,2005,hide eye stay reach try heart remind wish show girl close dont peace hide yeah repeat heeeey hide word keep head clear try heart drown fear hide yeah repeat gonna hide yeahrepeat noooo oooh yeah hide underneath eye hop fool look like pretend dream wait wake finally sleep live world wonder need hide repeat gonna hide repeat mmmmmm gonna hide yeah feel maybe yeah mean gonna hide repeat yeah,jazz,jazz
breakestra,how do you really feel,2005,single leave remember single tear fall cold december year say goodbye moment angels take arm leave hold tomorrow lay grind heart sing sound time open eye world sorrow know pain leave peace wait hold welcome life open eye eye single lifetime lay draw final breath door take hand softly say time open eye world sorrow know pain leave peace wait hold welcome life open eye eye open eye tonight safe tear time open eye world sorrow know pain leave peace wait hold welcome life open eye eye,jazz,rock
brenda russell,piano in the dark,1979,watch time think funny things say feel like dead lead turn room know gonna longer feel stronger walk door feel emotion pull know catch middle little think let give riddle little play piano dark hold close like thief heart play bear tear apart silence break word speak walk door feel emotion pull know catch middle little think let give riddle little play piano dark silence break word speak walk door feel emotion pull know catch middle little think let give riddle little play piano dark cryi,jazz,country
brenda russell,"so good, so right",1979,shore look turn kiss face laugh laugh feel feel like rain feel like say feel good right tonight good right tonight good right hight tonight space ocean exchange life force live breath feel feel like feel like sing feel good right tonight good right tonight good right hight youou oowee oowee oohhhhh oowee oowee oohhhhh feel young laugh play like child know wanna stayay loove feel feel like pray feeeeeel like say whoaa feel good right beeeee good right tonight good right tonight good right tonight good right tonight good right baby oohooh good right know feel gooood ahhhahhhhh good right know feel good uhhuh tonight uhhuh good right tonight good right tonight,jazz,blues
brick,brick city,1976,gilla house gillahouse smoke purp haze smoke haze cheese smoke cheese kush smoke kush sourdeezal feel roll bomb alright alright gillahouse marijuana herer blood redman codename cheech hash burn carseats baby like tyrese hittin bell release green yeah thats knockout aleaf young speak popo hide brief highest highs boys smokin like try greek light kief get curreny streets say weed speech smoke sour everyday week nigga preach smoke purp haze smoke haze cheese smoke cheese kush smoke kush sourdeezal feel roll bomb alright alright gillahouse redman ready smoke come smoke higher booooomb sensation breathe yeah blunt fill kush cheese purple sour diesel smoke reefer weed truth tell higher imagine sip drink gonna need prescription better highgrade sell start cypher tell need refill pill dealer wonder hash cause gillahouse reppin stay high jetson high horse like western leave house protection pastor preach jail teach high money weed probably spend cause sour cheap chief smoke purp haze smoke haze cheese smoke cheese kush smoke kush sourdeezal feel roll bomb alright alright gillahouse,jazz,reggae
bunny wailer,i'm the toughest,1980,better toughest toughest toughest toughest better master master play play play play master master say rough tough rough tough sayin grace say rough tough rough tough dance cork cork tighter toughest toughest draw better crowd draw crowd master master better toughest toughest toughest toughest say rough tough rough tough toughest roughest,reggae,rock
